p_t mean,f0 mean,edit dist,edit std,edit dist mv,edit std mv,cov delta,cov std,exac delta,exac std
0.3,0.1,3.35,0.606,5.93,1.914,0.057,0.077,0.055,0.064
0.3,0.1,3.23,0.614,6.14,1.934,0.056,0.061,0.057,0.048
0.3,0.1,3.38,0.629,6.26,1.701,0.055,0.072,0.053,0.06
0.3,0.1,3.23,0.691,6.04,1.902,0.052,0.054,0.056,0.04
0.3,0.1,3.34,0.533,6.21,1.976,0.048,0.08,0.054,0.059
0.3,0.1,3.26,0.642,6.43,1.966,0.056,0.085,0.051,0.064
0.3,0.1,3.27,0.691,5.91,1.632,0.056,0.056,0.055,0.047
0.3,0.1,3.11,0.706,5.9,1.9,0.044,0.061,0.044,0.046
0.3,0.1,3.22,0.576,6.02,1.939,0.053,0.057,0.052,0.045
0.3,0.1,3.26,0.61,6.42,1.856,0.044,0.039,0.048,0.033
0.3,0.2,3.18,0.684,5.95,2.151,0.035,0.04,0.034,0.03
0.3,0.2,3.03,0.655,5.6,1.766,0.046,0.042,0.037,0.04
0.3,0.2,3.28,0.649,5.77,1.923,0.064,0.077,0.05,0.061
0.3,0.2,3.22,0.715,6.02,1.887,0.052,0.061,0.048,0.051
0.3,0.2,3.2,0.707,6.19,1.896,0.046,0.05,0.043,0.042
0.3,0.2,3.27,0.646,6.29,1.909,0.058,0.078,0.052,0.061
0.3,0.2,2.9,0.755,5.86,1.866,0.038,0.047,0.037,0.035
0.3,0.2,3.15,0.638,6.05,2.206,0.055,0.085,0.048,0.066
0.3,0.2,3.2,0.663,5.74,1.858,0.047,0.077,0.039,0.061
0.3,0.2,3.23,0.691,5.9,1.895,0.06,0.071,0.055,0.054
0.3,0.3,3.24,0.618,5.72,1.903,0.056,0.066,0.046,0.046
0.3,0.3,3.17,0.775,5.31,2.129,0.056,0.067,0.041,0.055
0.3,0.3,3.23,0.719,5.37,1.764,0.032,0.037,0.025,0.03
0.3,0.3,3.04,0.761,5.79,1.961,0.039,0.058,0.039,0.039
0.3,0.3,3.12,0.652,5.95,2.017,0.032,0.021,0.03,0.026
0.3,0.3,3.15,0.817,5.59,1.75,0.057,0.069,0.051,0.049
0.3,0.3,3.2,0.663,6.1,1.992,0.045,0.068,0.039,0.054
0.3,0.3,3.04,0.747,5.26,1.847,0.031,0.041,0.026,0.029
0.3,0.3,3.16,0.717,5.32,1.737,0.053,0.045,0.04,0.036
0.3,0.3,3.21,0.653,5.71,1.946,0.045,0.054,0.037,0.044
0.3,0.4,3.06,0.785,5.12,1.92,0.061,0.066,0.039,0.05
0.3,0.4,3.15,0.698,4.97,1.67,0.051,0.039,0.038,0.032
0.3,0.4,2.95,0.698,4.86,1.882,0.052,0.053,0.031,0.042
0.3,0.4,3.05,0.712,5.25,1.936,0.054,0.043,0.039,0.038
0.3,0.4,3.06,0.759,5.55,2.085,0.049,0.056,0.035,0.043
0.3,0.4,3.11,0.773,5.51,1.916,0.033,0.031,0.024,0.024
0.3,0.4,3.03,0.741,4.86,1.871,0.052,0.059,0.03,0.045
0.3,0.4,3.32,0.614,5.72,1.855,0.056,0.048,0.036,0.042
0.3,0.4,3.17,0.722,5.51,2.057,0.039,0.053,0.03,0.04
0.3,0.4,3.13,0.744,5.26,1.853,0.043,0.039,0.035,0.027
0.3,0.5,2.97,0.768,4.99,1.741,0.028,0.016,0.019,0.019
0.3,0.5,2.92,0.833,4.71,1.981,0.042,0.019,0.024,0.016
0.3,0.5,3.08,0.627,5.12,1.762,0.059,0.051,0.048,0.031
0.3,0.5,2.94,0.772,4.94,1.725,0.045,0.024,0.029,0.023
0.3,0.5,3.09,0.763,4.71,1.851,0.05,0.041,0.029,0.031
0.3,0.5,3.14,0.825,4.89,1.928,0.065,0.058,0.042,0.045
0.3,0.5,3.25,0.638,5.07,1.812,0.053,0.048,0.042,0.04
0.3,0.5,3.21,0.683,5.28,1.898,0.065,0.052,0.039,0.046
0.3,0.5,2.97,0.888,4.83,1.784,0.031,0.026,0.022,0.015
0.3,0.5,3.17,0.736,5.24,1.877,0.06,0.05,0.041,0.041
0.3,0.6,2.9,0.806,4.56,1.824,0.048,0.032,0.032,0.015
0.3,0.6,2.98,0.824,4.04,1.881,0.079,0.04,0.048,0.028
0.3,0.6,2.97,0.793,4.16,1.832,0.08,0.042,0.051,0.032
0.3,0.6,2.99,0.768,4.67,1.784,0.055,0.038,0.037,0.029
0.3,0.6,3.12,0.725,4.85,1.78,0.076,0.079,0.049,0.057
0.3,0.6,2.85,0.817,4.14,1.606,0.063,0.033,0.038,0.028
0.3,0.6,3.03,0.842,4.24,1.839,0.065,0.043,0.042,0.026
0.3,0.6,2.93,0.791,4.0,1.806,0.054,0.041,0.031,0.022
0.3,0.6,2.99,0.755,4.45,1.633,0.059,0.036,0.032,0.026
0.3,0.6,3.01,0.843,4.26,1.553,0.075,0.032,0.048,0.027
0.3,0.7,2.9,0.843,4.25,1.802,0.077,0.039,0.048,0.023
0.3,0.7,2.94,0.798,4.69,1.912,0.056,0.035,0.033,0.026
0.3,0.7,3.06,0.772,4.75,1.774,0.075,0.045,0.042,0.038
0.3,0.7,2.82,0.805,4.18,1.452,0.054,0.027,0.033,0.02
0.3,0.7,2.94,0.759,4.18,1.851,0.062,0.03,0.032,0.024
0.3,0.7,2.97,0.78,4.52,1.735,0.059,0.039,0.038,0.028
0.3,0.7,2.9,0.781,4.63,1.736,0.074,0.048,0.045,0.035
0.3,0.7,2.99,0.742,5.0,1.838,0.057,0.042,0.031,0.031
0.3,0.7,2.8,0.883,4.08,1.826,0.064,0.034,0.037,0.026
0.3,0.7,2.9,0.781,4.12,1.681,0.073,0.042,0.04,0.035
0.3,0.8,3.1,0.7,4.22,1.803,0.069,0.039,0.043,0.028
0.3,0.8,3.02,0.836,3.93,1.899,0.095,0.035,0.056,0.028
0.3,0.8,3.06,0.676,4.14,1.766,0.094,0.047,0.06,0.033
0.3,0.8,2.84,0.845,3.43,1.583,0.072,0.018,0.036,0.021
0.3,0.8,2.84,0.821,4.78,1.942,0.066,0.034,0.042,0.026
0.3,0.8,2.75,0.853,3.76,1.71,0.1,0.039,0.059,0.031
0.3,0.8,2.94,0.846,4.29,1.734,0.052,0.031,0.026,0.023
0.3,0.8,2.68,0.847,4.05,1.627,0.051,0.036,0.029,0.02
0.3,0.8,2.89,0.847,4.93,1.981,0.042,0.027,0.03,0.019
0.3,0.8,2.87,0.808,4.17,1.892,0.065,0.025,0.039,0.02
0.3,0.9,2.62,0.858,3.47,1.78,0.059,0.026,0.032,0.017
0.3,0.9,2.99,0.768,3.87,1.566,0.099,0.047,0.065,0.03
0.3,0.9,2.91,0.873,4.02,1.822,0.063,0.044,0.039,0.031
0.3,0.9,2.53,0.866,3.34,1.704,0.053,0.031,0.026,0.013
0.3,0.9,2.99,0.818,4.12,1.675,0.073,0.032,0.042,0.025
0.3,0.9,2.83,0.906,4.55,1.763,0.049,0.03,0.032,0.014
0.3,0.9,2.94,0.772,4.43,1.946,0.044,0.027,0.027,0.016
0.3,0.9,2.97,0.741,4.14,1.738,0.059,0.032,0.04,0.015
0.3,0.9,2.87,0.868,3.52,1.425,0.073,0.031,0.041,0.025
0.3,0.9,3.06,0.746,4.59,1.995,0.067,0.039,0.041,0.03
0.3,1.0,2.99,0.7,4.0,1.949,0.062,0.043,0.035,0.025
0.3,1.0,2.78,0.832,3.73,1.654,0.075,0.029,0.036,0.023
0.3,1.0,2.83,0.895,3.8,1.637,0.063,0.027,0.033,0.02
0.3,1.0,2.66,0.827,3.59,1.55,0.081,0.035,0.043,0.027
0.3,1.0,2.97,0.806,3.89,1.63,0.077,0.044,0.053,0.023
0.3,1.0,2.88,0.828,4.48,1.825,0.05,0.028,0.026,0.022
0.3,1.0,2.81,0.717,3.63,1.677,0.073,0.029,0.039,0.019
0.3,1.0,2.37,0.833,3.46,1.74,0.031,0.025,0.016,0.009
0.3,1.0,2.75,0.865,3.73,1.605,0.068,0.033,0.036,0.022
0.3,1.0,2.93,0.738,3.95,1.602,0.064,0.038,0.039,0.025
0.4,0.0,3.33,0.584,5.99,1.83,0.05,0.069,0.053,0.054
0.4,0.0,3.33,0.584,6.19,1.724,0.06,0.072,0.065,0.051
0.4,0.0,3.26,0.626,6.23,2.13,0.057,0.089,0.061,0.065
0.4,0.0,3.36,0.609,6.16,1.864,0.049,0.066,0.056,0.048
0.4,0.0,3.26,0.716,6.1,1.847,0.046,0.065,0.048,0.048
0.4,0.0,3.34,0.587,6.48,1.962,0.061,0.065,0.067,0.048
0.4,0.0,3.4,0.6,6.44,1.824,0.057,0.065,0.056,0.054
0.4,0.0,3.44,0.589,6.68,1.702,0.048,0.053,0.057,0.04
0.4,0.0,3.2,0.632,6.14,1.828,0.053,0.073,0.051,0.056
0.4,0.0,3.33,0.53,6.52,2.027,0.062,0.075,0.064,0.057
0.4,0.1,3.16,0.659,5.99,1.572,0.038,0.033,0.041,0.027
0.4,0.1,3.14,0.679,5.65,1.992,0.043,0.049,0.045,0.036
0.4,0.1,3.24,0.723,5.91,1.668,0.044,0.055,0.049,0.042
0.4,0.1,3.3,0.624,6.2,1.897,0.062,0.06,0.056,0.05
0.4,0.1,3.27,0.705,6.03,1.962,0.043,0.049,0.045,0.039
0.4,0.1,3.18,0.623,6.69,1.885,0.055,0.075,0.051,0.056
0.4,0.1,3.29,0.697,5.96,1.805,0.049,0.052,0.049,0.042
0.4,0.1,3.2,0.583,6.33,1.903,0.045,0.039,0.05,0.031
0.4,0.1,3.13,0.716,6.32,1.928,0.038,0.043,0.036,0.033
0.4,0.1,3.28,0.679,6.18,2.156,0.055,0.062,0.049,0.052
0.4,0.2,3.12,0.652,5.43,1.834,0.056,0.065,0.041,0.05
0.4,0.2,3.17,0.694,5.94,2.049,0.043,0.051,0.044,0.041
0.4,0.2,3.04,0.786,5.82,1.884,0.044,0.06,0.042,0.046
0.4,0.2,3.12,0.725,5.67,2.079,0.042,0.044,0.034,0.038
0.4,0.2,3.23,0.746,5.75,1.956,0.059,0.063,0.048,0.054
0.4,0.2,3.22,0.715,5.5,1.972,0.051,0.032,0.042,0.027
0.4,0.2,2.98,0.883,5.84,1.736,0.038,0.042,0.04,0.034
0.4,0.2,3.29,0.637,5.73,1.843,0.06,0.047,0.045,0.045
0.4,0.2,3.19,0.758,5.87,1.724,0.032,0.052,0.035,0.038
0.4,0.2,3.11,0.76,5.76,1.981,0.047,0.034,0.036,0.035
0.4,0.3,3.14,0.762,4.87,1.953,0.07,0.066,0.045,0.048
0.4,0.3,3.11,0.747,5.26,1.736,0.044,0.043,0.032,0.031
0.4,0.3,3.17,0.849,5.09,1.68,0.048,0.063,0.028,0.053
0.4,0.3,3.07,0.778,5.06,1.696,0.047,0.036,0.03,0.031
0.4,0.3,3.18,0.654,5.22,1.952,0.062,0.062,0.042,0.049
0.4,0.3,3.13,0.73,5.23,2.034,0.048,0.035,0.033,0.027
0.4,0.3,2.97,0.754,5.17,1.924,0.044,0.051,0.034,0.034
0.4,0.3,2.81,0.784,5.19,1.896,0.035,0.035,0.03,0.023
0.4,0.3,3.02,0.663,5.14,1.833,0.046,0.039,0.031,0.031
0.4,0.3,3.15,0.698,5.29,1.751,0.068,0.068,0.051,0.049
0.4,0.4,2.96,0.786,4.33,1.85,0.067,0.027,0.035,0.025
0.4,0.4,2.94,0.835,4.59,1.778,0.083,0.055,0.052,0.041
0.4,0.4,3.04,0.811,4.38,1.636,0.061,0.039,0.034,0.032
0.4,0.4,2.93,0.765,4.88,1.856,0.049,0.034,0.036,0.021
0.4,0.4,3.03,0.806,4.98,1.849,0.046,0.034,0.031,0.023
0.4,0.4,2.77,0.947,4.78,1.764,0.029,0.019,0.018,0.01
0.4,0.4,2.98,0.721,4.41,1.727,0.066,0.026,0.035,0.025
0.4,0.4,3.14,0.648,4.8,1.811,0.065,0.049,0.041,0.038
0.4,0.4,2.95,0.841,4.36,1.578,0.051,0.028,0.029,0.021
0.4,0.4,3.1,0.728,4.86,1.975,0.063,0.053,0.035,0.043
0.4,0.5,2.82,0.805,4.13,1.553,0.061,0.024,0.035,0.02
0.4,0.5,3.07,0.725,3.97,1.621,0.077,0.046,0.046,0.035
0.4,0.5,2.94,0.746,4.83,2.0,0.052,0.038,0.032,0.03
0.4,0.5,3.0,0.872,4.07,1.773,0.073,0.02,0.046,0.017
0.4,0.5,3.0,0.787,4.04,1.777,0.09,0.034,0.053,0.029
0.4,0.5,2.73,0.915,4.4,1.738,0.028,0.016,0.015,0.01
0.4,0.5,2.94,0.772,4.2,1.606,0.058,0.028,0.031,0.019
0.4,0.5,2.84,0.88,4.64,1.797,0.029,0.025,0.023,0.015
0.4,0.5,3.07,0.725,4.99,1.957,0.057,0.046,0.037,0.039
0.4,0.5,2.86,0.906,4.1,1.578,0.066,0.017,0.033,0.011
0.4,0.6,2.6,0.8,3.42,1.484,0.057,0.034,0.029,0.019
0.4,0.6,2.8,0.762,3.85,1.596,0.054,0.033,0.028,0.025
0.4,0.6,2.93,0.919,3.69,1.659,0.075,0.039,0.046,0.023
0.4,0.6,3.01,0.794,4.33,1.65,0.071,0.034,0.038,0.029
0.4,0.6,2.86,0.895,4.04,1.697,0.067,0.018,0.033,0.016
0.4,0.6,2.96,0.786,3.63,1.521,0.088,0.038,0.053,0.018
0.4,0.6,2.89,0.773,4.08,1.541,0.08,0.038,0.048,0.027
0.4,0.6,2.7,0.854,3.62,1.528,0.075,0.031,0.043,0.022
0.4,0.6,2.74,0.808,3.81,1.635,0.046,0.022,0.021,0.017
0.4,0.6,2.94,0.785,3.67,1.49,0.079,0.045,0.044,0.031
0.4,0.7,2.38,0.881,3.32,1.522,0.037,0.026,0.016,0.014
0.4,0.7,2.67,0.872,3.57,1.589,0.064,0.034,0.032,0.017
0.4,0.7,2.83,0.736,3.99,1.758,0.088,0.044,0.053,0.032
0.4,0.7,2.89,0.811,3.9,1.7,0.081,0.037,0.043,0.029
0.4,0.7,2.58,0.839,3.49,1.539,0.052,0.042,0.023,0.027
0.4,0.7,2.7,0.794,3.54,1.621,0.059,0.032,0.027,0.018
0.4,0.7,2.84,0.809,4.05,1.899,0.06,0.03,0.027,0.014
0.4,0.7,2.94,0.785,3.46,1.486,0.111,0.031,0.065,0.023
0.4,0.7,2.77,0.773,3.44,1.479,0.1,0.046,0.059,0.033
0.4,0.7,3.0,0.721,3.6,1.679,0.109,0.043,0.065,0.033
0.4,0.8,2.45,0.829,3.1,1.609,0.057,0.032,0.026,0.017
0.4,0.8,2.56,0.828,3.2,1.637,0.052,0.029,0.02,0.016
0.4,0.8,2.62,1.008,3.08,1.44,0.074,0.043,0.04,0.024
0.4,0.8,2.46,0.865,2.96,1.476,0.066,0.029,0.032,0.017
0.4,0.8,2.67,0.813,3.36,1.5,0.058,0.04,0.032,0.017
0.4,0.8,2.67,0.762,3.4,1.772,0.098,0.048,0.055,0.034
0.4,0.8,2.57,0.791,3.14,1.449,0.059,0.033,0.031,0.017
0.4,0.8,2.73,0.835,3.55,1.711,0.07,0.028,0.037,0.016
0.4,0.8,2.38,0.869,3.2,1.449,0.047,0.025,0.015,0.012
0.4,0.8,2.59,0.838,3.21,1.577,0.058,0.038,0.03,0.02
0.4,0.9,2.36,0.855,2.94,1.295,0.057,0.02,0.016,0.009
0.4,0.9,2.26,0.757,2.88,1.388,0.069,0.027,0.029,0.017
0.4,0.9,2.16,0.717,2.92,1.541,0.049,0.017,0.016,0.011
0.4,0.9,2.44,0.816,2.71,1.402,0.08,0.037,0.037,0.026
0.4,0.9,2.3,0.742,2.98,1.715,0.043,0.023,0.015,0.009
0.4,0.9,2.51,0.854,3.35,1.664,0.085,0.034,0.053,0.018
0.4,0.9,2.69,0.833,3.46,1.819,0.079,0.04,0.05,0.026
0.4,0.9,2.19,0.821,2.9,1.603,0.039,0.024,0.015,0.011
0.4,0.9,2.54,0.793,2.79,1.437,0.074,0.028,0.037,0.014
0.4,0.9,2.62,0.846,3.15,1.571,0.065,0.032,0.032,0.018
0.4,1.0,2.16,0.821,2.86,1.327,0.049,0.029,0.022,0.011
0.4,1.0,2.36,0.7,3.05,1.472,0.047,0.031,0.023,0.016
0.4,1.0,2.55,0.841,3.25,1.545,0.071,0.024,0.032,0.018
0.4,1.0,2.14,0.86,2.93,1.451,0.05,0.032,0.017,0.012
0.4,1.0,2.31,0.845,2.67,1.386,0.06,0.02,0.025,0.016
0.4,1.0,2.43,0.84,2.97,1.473,0.059,0.032,0.027,0.007
0.4,1.0,2.48,0.818,3.1,1.539,0.053,0.021,0.026,0.014
0.4,1.0,2.18,0.817,2.69,1.301,0.047,0.024,0.019,0.01
0.4,1.0,2.28,0.788,2.88,1.499,0.037,0.033,0.022,0.013
0.4,1.0,2.48,0.877,3.11,1.413,0.065,0.028,0.03,0.02
0.5,0.0,3.3,0.608,6.27,1.897,0.049,0.08,0.052,0.058
0.5,0.0,3.25,0.606,6.18,2.251,0.05,0.074,0.052,0.055
0.5,0.0,3.22,0.715,6.21,1.899,0.056,0.079,0.052,0.06
0.5,0.0,3.35,0.606,5.93,1.935,0.055,0.085,0.055,0.065
0.5,0.0,3.27,0.661,6.41,1.839,0.052,0.062,0.056,0.047
0.5,0.0,3.13,0.688,6.06,1.891,0.049,0.064,0.052,0.048
0.5,0.0,3.33,0.664,6.09,2.01,0.049,0.073,0.053,0.055
0.5,0.0,3.32,0.631,6.44,1.867,0.057,0.063,0.06,0.052
0.5,0.0,3.27,0.614,6.31,1.901,0.06,0.07,0.061,0.055
0.5,0.0,3.46,0.607,6.17,2.064,0.054,0.059,0.059,0.05
0.5,0.1,3.22,0.715,6.12,1.996,0.035,0.054,0.042,0.04
0.5,0.1,3.29,0.653,6.26,1.937,0.071,0.075,0.063,0.054
0.5,0.1,3.26,0.642,6.04,1.881,0.059,0.088,0.053,0.068
0.5,0.1,3.29,0.697,6.12,1.728,0.052,0.053,0.047,0.044
0.5,0.1,3.23,0.676,6.33,2.084,0.041,0.056,0.04,0.045
0.5,0.1,3.21,0.637,5.84,1.869,0.045,0.055,0.048,0.04
0.5,0.1,3.24,0.585,5.83,1.908,0.054,0.079,0.05,0.062
0.5,0.1,3.01,0.685,5.63,1.641,0.04,0.029,0.037,0.02
0.5,0.1,3.1,0.714,6.03,1.59,0.036,0.041,0.038,0.03
0.5,0.1,3.14,0.735,5.85,2.147,0.045,0.054,0.045,0.038
0.5,0.2,2.9,0.714,5.56,1.807,0.046,0.047,0.035,0.034
0.5,0.2,2.93,0.803,4.85,2.032,0.041,0.031,0.029,0.023
0.5,0.2,3.16,0.745,5.86,2.088,0.042,0.061,0.042,0.049
0.5,0.2,3.18,0.698,5.65,1.717,0.042,0.051,0.034,0.043
0.5,0.2,3.01,0.794,5.57,1.595,0.047,0.043,0.035,0.029
0.5,0.2,3.13,0.73,5.76,2.03,0.044,0.044,0.038,0.037
0.5,0.2,2.98,0.748,5.52,1.889,0.053,0.053,0.043,0.041
0.5,0.2,2.95,0.792,5.37,1.942,0.041,0.062,0.028,0.049
0.5,0.2,3.15,0.712,5.86,2.126,0.047,0.038,0.036,0.033
0.5,0.2,3.01,0.831,5.22,1.781,0.038,0.021,0.03,0.016
0.5,0.3,3.0,0.812,4.82,1.785,0.05,0.036,0.032,0.023
0.5,0.3,3.1,0.794,5.35,1.92,0.047,0.059,0.036,0.046
0.5,0.3,2.77,0.904,4.62,1.804,0.029,0.028,0.027,0.018
0.5,0.3,3.09,0.763,4.34,1.728,0.074,0.069,0.054,0.041
0.5,0.3,2.99,0.714,5.03,1.706,0.056,0.042,0.036,0.031
0.5,0.3,2.74,0.808,5.11,1.923,0.019,0.012,0.014,0.01
0.5,0.3,3.03,0.741,5.14,1.97,0.044,0.039,0.029,0.029
0.5,0.3,3.13,0.844,5.5,1.786,0.052,0.059,0.038,0.043
0.5,0.3,2.8,0.787,4.35,2.017,0.055,0.039,0.033,0.026
0.5,0.3,3.09,0.736,4.99,1.931,0.066,0.059,0.04,0.046
0.5,0.4,3.01,0.831,4.29,1.851,0.073,0.034,0.045,0.027
0.5,0.4,3.0,0.775,4.7,1.706,0.06,0.029,0.035,0.019
0.5,0.4,2.79,0.84,3.92,1.598,0.067,0.033,0.037,0.023
0.5,0.4,2.89,0.799,3.76,1.477,0.076,0.035,0.043,0.027
0.5,0.4,2.74,0.867,4.12,1.416,0.064,0.049,0.039,0.032
0.5,0.4,2.91,0.789,3.83,1.761,0.077,0.037,0.048,0.024
0.5,0.4,3.06,0.719,4.4,1.833,0.083,0.058,0.055,0.04
0.5,0.4,2.76,0.838,3.98,1.667,0.042,0.027,0.024,0.015
0.5,0.4,3.0,0.762,4.43,1.669,0.05,0.034,0.03,0.019
0.5,0.4,2.94,0.798,4.39,1.649,0.069,0.039,0.041,0.027
0.5,0.5,2.95,0.779,3.46,1.59,0.106,0.033,0.06,0.026
0.5,0.5,2.64,0.819,3.26,1.433,0.057,0.028,0.024,0.017
0.5,0.5,2.72,0.884,3.71,1.602,0.076,0.03,0.042,0.019
0.5,0.5,2.46,0.865,2.99,1.245,0.059,0.029,0.025,0.017
0.5,0.5,2.74,0.89,3.9,1.609,0.069,0.038,0.035,0.023
0.5,0.5,2.97,0.741,3.78,1.61,0.092,0.053,0.056,0.033
0.5,0.5,2.89,0.835,3.15,1.329,0.101,0.05,0.056,0.035
0.5,0.5,2.74,0.795,4.08,1.707,0.062,0.04,0.04,0.019
0.5,0.5,2.81,0.88,2.98,1.273,0.124,0.04,0.078,0.028
0.5,0.5,2.96,0.761,3.68,1.731,0.086,0.048,0.056,0.029
0.5,0.6,2.84,0.935,3.25,1.602,0.1,0.037,0.058,0.026
0.5,0.6,2.4,0.825,3.27,1.66,0.05,0.031,0.02,0.019
0.5,0.6,2.95,0.829,3.92,1.701,0.096,0.027,0.057,0.026
0.5,0.6,2.8,0.825,3.44,1.558,0.079,0.031,0.04,0.024
0.5,0.6,2.8,0.812,3.61,1.667,0.089,0.019,0.05,0.015
0.5,0.6,2.56,0.84,3.12,1.373,0.08,0.045,0.043,0.025
0.5,0.6,2.84,0.833,3.78,1.622,0.069,0.036,0.035,0.02
0.5,0.6,2.82,0.829,3.72,1.613,0.084,0.036,0.048,0.026
0.5,0.6,2.68,0.823,3.03,1.323,0.082,0.05,0.043,0.027
0.5,0.6,2.66,0.839,3.44,1.492,0.053,0.028,0.023,0.014
0.5,0.7,2.24,0.814,3.04,1.503,0.054,0.031,0.022,0.017
0.5,0.7,2.17,0.884,2.85,1.506,0.053,0.036,0.028,0.01
0.5,0.7,2.33,0.872,3.1,1.245,0.047,0.025,0.023,0.015
0.5,0.7,2.35,0.876,2.7,1.269,0.055,0.022,0.02,0.011
0.5,0.7,2.37,0.757,2.82,1.417,0.04,0.017,0.011,0.006
0.5,0.7,2.34,0.851,2.55,1.314,0.063,0.036,0.025,0.021
0.5,0.7,2.31,0.809,2.73,1.31,0.047,0.034,0.017,0.014
0.5,0.7,2.36,0.819,2.99,1.411,0.052,0.033,0.02,0.014
0.5,0.7,2.49,0.854,2.92,1.447,0.065,0.033,0.032,0.018
0.5,0.7,2.62,0.785,3.06,1.448,0.083,0.036,0.037,0.024
0.5,0.8,2.19,0.833,2.49,1.153,0.073,0.032,0.027,0.015
0.5,0.8,2.05,0.805,2.59,1.201,0.049,0.023,0.016,0.008
0.5,0.8,2.43,0.791,2.73,1.31,0.078,0.027,0.032,0.017
0.5,0.8,2.47,0.921,2.84,1.454,0.069,0.027,0.028,0.015
0.5,0.8,2.21,0.725,2.46,1.117,0.064,0.02,0.021,0.014
0.5,0.8,2.06,0.846,2.35,1.178,0.035,0.024,0.02,0.008
0.5,0.8,2.29,0.898,2.47,1.127,0.075,0.036,0.03,0.02
0.5,0.8,2.17,0.762,2.45,1.268,0.06,0.028,0.021,0.014
0.5,0.8,2.17,0.749,2.48,1.118,0.05,0.024,0.016,0.012
0.5,0.8,2.12,0.828,2.38,1.239,0.066,0.022,0.024,0.012
0.5,0.9,2.33,0.708,2.82,1.424,0.053,0.026,0.021,0.014
0.5,0.9,2.47,0.899,2.82,1.152,0.077,0.023,0.037,0.018
0.5,0.9,2.1,0.854,2.5,1.245,0.043,0.032,0.016,0.014
0.5,0.9,2.08,0.808,2.43,1.275,0.052,0.015,0.013,0.013
0.5,0.9,2.22,0.743,2.72,1.281,0.055,0.033,0.021,0.015
0.5,0.9,2.13,0.796,2.47,1.09,0.052,0.023,0.016,0.01
0.5,0.9,2.11,0.799,2.68,1.42,0.052,0.021,0.016,0.011
0.5,0.9,1.9,0.781,2.09,0.981,0.048,0.02,0.013,0.008
0.5,0.9,2.13,0.934,2.45,1.186,0.061,0.03,0.021,0.019
0.5,0.9,2.11,0.691,2.26,1.119,0.058,0.019,0.014,0.01
0.5,1.0,2.26,0.757,2.54,1.153,0.051,0.027,0.015,0.01
0.5,1.0,2.03,0.727,2.37,1.27,0.043,0.019,0.016,0.013
0.5,1.0,2.08,0.717,2.38,1.287,0.053,0.031,0.019,0.015
0.5,1.0,1.96,0.734,2.31,1.164,0.053,0.019,0.015,0.012
0.5,1.0,2.15,0.74,2.53,1.072,0.063,0.016,0.021,0.01
0.5,1.0,2.24,0.801,2.72,1.429,0.055,0.034,0.025,0.011
0.5,1.0,2.1,0.806,2.78,1.446,0.054,0.022,0.018,0.01
0.5,1.0,2.24,0.873,2.8,1.311,0.049,0.019,0.013,0.01
0.5,1.0,1.94,0.746,2.5,1.459,0.045,0.023,0.013,0.012
0.5,1.0,2.08,0.783,2.41,1.25,0.041,0.029,0.016,0.008
0.6,0.0,3.24,0.695,6.04,1.72,0.045,0.069,0.047,0.052
0.6,0.0,3.32,0.614,5.99,1.936,0.047,0.071,0.055,0.05
0.6,0.0,3.14,0.679,5.78,1.825,0.046,0.063,0.04,0.05
0.6,0.0,3.33,0.649,6.31,1.983,0.048,0.074,0.052,0.056
0.6,0.0,3.24,0.602,6.14,1.833,0.047,0.069,0.038,0.057
0.6,0.0,3.23,0.661,5.96,1.618,0.045,0.071,0.048,0.053
0.6,0.0,3.19,0.595,5.92,1.82,0.042,0.07,0.044,0.055
0.6,0.0,3.25,0.669,6.26,1.906,0.055,0.06,0.061,0.044
0.6,0.0,3.11,0.76,5.95,2.007,0.051,0.066,0.043,0.05
0.6,0.0,3.36,0.641,5.91,1.871,0.054,0.075,0.053,0.058
0.6,0.1,3.19,0.796,5.77,1.984,0.038,0.055,0.039,0.041
0.6,0.1,3.12,0.725,5.85,1.734,0.035,0.039,0.029,0.031
0.6,0.1,3.24,0.789,6.04,1.743,0.047,0.054,0.038,0.047
0.6,0.1,3.37,0.611,6.38,2.009,0.054,0.055,0.052,0.046
0.6,0.1,3.28,0.694,5.88,1.807,0.06,0.096,0.047,0.074
0.6,0.1,3.32,0.631,6.32,1.737,0.059,0.071,0.059,0.056
0.6,0.1,3.23,0.719,6.35,2.032,0.053,0.054,0.051,0.047
0.6,0.1,3.43,0.587,6.26,1.836,0.053,0.066,0.062,0.049
0.6,0.1,3.07,0.791,5.92,2.003,0.036,0.047,0.041,0.03
0.6,0.1,3.28,0.634,5.99,2.052,0.056,0.073,0.05,0.056
0.6,0.2,2.96,0.72,4.8,1.772,0.076,0.039,0.052,0.026
0.6,0.2,3.05,0.698,5.16,1.81,0.054,0.034,0.033,0.031
0.6,0.2,3.09,0.708,5.55,1.972,0.058,0.028,0.044,0.028
0.6,0.2,3.09,0.75,5.26,1.842,0.057,0.058,0.036,0.046
0.6,0.2,3.18,0.684,5.44,1.722,0.046,0.044,0.032,0.035
0.6,0.2,2.99,0.794,4.91,2.04,0.055,0.038,0.035,0.03
0.6,0.2,3.04,0.692,5.06,1.63,0.051,0.041,0.04,0.034
0.6,0.2,3.2,0.693,5.35,1.633,0.055,0.073,0.046,0.055
