dist_metric,iter_number,sources accuracy
2.9440248140832166,7,"[0.38987515910532955, 0.3193158410286185, 0.3749598595113285, 0.38632917996074934, 0.40454215722268383]"
4.2274068053704061,4,"[0.3796179608116969, 0.47438546513596574, 0.3017618135785189, 0.4452070480378048, 0.3640195709686193]"
3.165402121219449,8,"[0.324231811007063, 0.3484280653296215, 0.3647703881048306, 0.37262347887697655, 0.3389154345377035]"
3.1787538392505814,6,"[0.35514695901860194, 0.4450192105972595, 0.37974404001850964, 0.2887971711609561, 0.3304886133424781]"
3.0948050809269159,5,"[0.37233780025875823, 0.3376514218290389, 0.3461904559082953, 0.3626017396025764, 0.3469189198548211]"
4.3916508652022763,7,"[0.41860191687778336, 0.34685229390833416, 0.38056926714651024, 0.381359506347187, 0.40376171162746]"
2.7234596807258011,5,"[0.32337177475594453, 0.28756284674586224, 0.3907085255181441, 0.37431313592655435, 0.3209304560772469]"
3.4118184655539423,5,"[0.388832115413003, 0.33427482656278235, 0.3674789167518227, 0.41437374121823733, 0.38581862125250355]"
3.3845140707536503,6,"[0.3033390119397099, 0.3917954177199795, 0.5262248148959697, 0.3279856309678086, 0.3809005548321172]"
4.660318833538688,5,"[0.3566982287214317, 0.42995181501359037, 0.23514850503827325, 0.5092745135333961, 0.3691114815828573]"
3.8497308426281664,6,"[0.40242961451435133, 0.41315652664872277, 0.40530809004581914, 0.3975571293344963, 0.3482724455802343]"
3.653660547124062,6,"[0.36988192276761045, 0.3481607858532751, 0.34876495133008634, 0.4119764490535821, 0.2832157675282395]"
2.7535868067057137,6,"[0.3240548258724621, 0.20609755331760424, 0.31469253789917023, 0.28493592574397403, 0.49661470992584267]"
3.6748730912503276,5,"[0.37202799308180645, 0.3100104222248969, 0.47080941596267734, 0.3229575596072582, 0.3540192095355021]"
3.9679316557329418,5,"[0.40134796017376845, 0.2945329751008941, 0.26411555793745584, 0.3744348834808719, 0.371401619890039]"
2.4441565371611911,5,"[0.41551525767288305, 0.2466931288964205, 0.310507124463106, 0.31531572947347014, 0.3525665642285151]"
2.862768729151111,7,"[0.2696942236806799, 0.2805846148928883, 0.275705692598855, 0.2609063717395954, 0.406220890190402]"
4.2161023390000913,5,"[0.3976177314430325, 0.3322660494688933, 0.3859604943424557, 0.3580354099069986, 0.39975434215227235]"
3.7283343652602583,7,"[0.34553948625115005, 0.3996610790817647, 0.29962294016187474, 0.380521065328771, 0.28453238200011327]"
2.7409161721490785,5,"[0.24408346343025994, 0.39604540407215866, 0.2845109676676838, 0.26443341573345214, 0.3901529375871853]"
4.5679174636318525,4,"[0.3747003705992118, 0.3455266555662862, 0.4573958491781057, 0.46763550316893904, 0.3153193673613867]"
2.7257013790143958,5,"[0.3344367198266105, 0.2974263810563271, 0.33818925218022694, 0.302307159600859, 0.33195719675572255]"
4.2798444691738364,5,"[0.40785241055816124, 0.4403230315289912, 0.28585529783445424, 0.3186362192069758, 0.392604790145611]"
3.6223121205414053,9,"[0.39864550526678677, 0.40069041174472886, 0.49475492431856144, 0.45019233898723726, 0.3764833713082849]"
2.9246639671682351,8,"[0.3715891865631865, 0.3090782139654105, 0.3153040935426433, 0.29094762612063324, 0.38994316029047577]"
3.7361513876822738,4,"[0.32785578571295865, 0.3352992839718995, 0.3450949694238613, 0.4302529068353979, 0.27039815135413076]"
3.6195023601794212,7,"[0.4405067392174516, 0.4494181097952919, 0.3466508634085387, 0.430609451223141, 0.3513949435390031]"
2.8156499384954645,7,"[0.28974872672002616, 0.3049426584543347, 0.45648396191026236, 0.3527480832026434, 0.3440582711505074]"
3.198324958875415,5,"[0.37010206238030086, 0.33825765769402744, 0.26193615935570574, 0.24631284989050117, 0.3561316083718319]"
2.0992124153834419,9,"[0.41504123043611674, 0.2580400494216682, 0.38990095215010523, 0.28310545182713065, 0.35271907015280746]"
3.2891078804195866,6,"[0.33917429650929454, 0.34230344891899744, 0.355818670244398, 0.3560096990310325, 0.3514018090305112]"
2.3546875423919835,7,"[0.3880497934529871, 0.31126766208375595, 0.3293632266985214, 0.31969312788029924, 0.27728146566573936]"
3.8683260606660568,6,"[0.42105340031412253, 0.42109031613979464, 0.30532580082549654, 0.25147166542276517, 0.501399445602125]"
3.3232765410707339,6,"[0.4125607017261831, 0.3905637591412239, 0.42450413108286383, 0.39816490838664, 0.35553750416149693]"
3.7258481338215939,5,"[0.3635320766583728, 0.4036833604434869, 0.2567079930415749, 0.2625642826349761, 0.38523494351188875]"
2.9774921068908675,5,"[0.38337469224700005, 0.45439708753467795, 0.33108900767347216, 0.3533081157530731, 0.3023977694995875]"
3.5556488786830474,5,"[0.3522331261987542, 0.3097762911195386, 0.4474338622296975, 0.4018759386201762, 0.37367661242329897]"
3.1421441240599162,15,"[0.3458745259374226, 0.3362147018217492, 0.3172183144907463, 0.3409335126767683, 0.4315962378513225]"
4.3105478889383688,5,"[0.3387658335275939, 0.23840585590832974, 0.35569575494445627, 0.4386482221066233, 0.5053651051739411]"
4.5661643317660285,5,"[0.4084907268796338, 0.5427299634774667, 0.29645688210456494, 0.40853334393724516, 0.4905321300561695]"
2.0812716842622048,5,"[0.306056547560342, 0.26660476876321987, 0.2777446994797556, 0.3639033256034646, 0.39135098359210235]"
2.6194233163486587,6,"[0.26131872097083836, 0.29869437179519637, 0.33882705784737804, 0.298440812454657, 0.2540207821591535]"
3.1864516240287264,6,"[0.31281095329629416, 0.2895278140340927, 0.4031855124407001, 0.35148476720808863, 0.36949561034088335]"
2.8816527944150483,5,"[0.35100147510778057, 0.3933799174159761, 0.301594419371483, 0.3393465308568998, 0.28323001705040773]"
2.9314783581740498,7,"[0.524458262353677, 0.31877633337614325, 0.23947569541255817, 0.217279191880765, 0.5552436626846952]"
4.1327985353876064,5,"[0.43208321689930096, 0.5590387315115475, 0.36265427500020003, 0.40941076504307344, 0.534082461144094]"
4.1956061939505869,4,"[0.3680324969763151, 0.3822983980564934, 0.48874499114097436, 0.507180514827444, 0.3185680370360349]"
2.6863341726333756,6,"[0.3186847834302632, 0.2997485514033573, 0.325125274085817, 0.3249016720522017, 0.34191472279190893]"
3.7228696548607765,5,"[0.37562282300891653, 0.38947710371505667, 0.2998294492100679, 0.3926177633036307, 0.34841773104070795]"
2.9377469575238422,5,"[0.3298787291792633, 0.39033134540721154, 0.3150619092826384, 0.3722168496477987, 0.33013400325032727]"
2.9148166550257684,5,"[0.31145294179173083, 0.357894258985343, 0.28789634425226, 0.33041584317430683, 0.31418109064523325]"
3.0536670544836757,6,"[0.2840865399497068, 0.3391961578148597, 0.37290894181267437, 0.30016621829925655, 0.3640795806182707]"
2.5363888034349955,6,"[0.30795304627325626, 0.5339352976946484, 0.14345926216127491, 0.28760589166432743, 0.4958261971290218]"
2.5653326002124399,5,"[0.3604418996936954, 0.27037083106073323, 0.43380669573999925, 0.30325927513273304, 0.3173133794230035]"
3.227505606986306,9,"[0.3218295095027711, 0.30039590358171653, 0.33272669218155043, 0.3866261644915344, 0.3520480943652186]"
3.2327463319846244,8,"[0.33890966624350005, 0.3840096153456157, 0.3200095405533512, 0.35268773054563723, 0.32936933526344747]"
2.7932619578755653,6,"[0.32766909637275893, 0.3179140559076638, 0.339524854991441, 0.3272133608809566, 0.30994760179863245]"
2.0633166717396452,5,"[0.3397499839761427, 0.3236094275013403, 0.3821975202538672, 0.3095366272050371, 0.2786457752741199]"
2.7154146388305875,5,"[0.3127093960057596, 0.3366244153724331, 0.3362633886484642, 0.33816612980260163, 0.3049791704447575]"
3.3617104873524815,6,"[0.36585924167325745, 0.3497741364899927, 0.4025265230701796, 0.40730686044523773, 0.38838994041125335]"
2.8048543447359444,4,"[0.30661246252899926, 0.49093072664583287, 0.29505115654428765, 0.2500046621046402, 0.3823234958850666]"
3.3100167628765877,5,"[0.4535960951852991, 0.32655238014086135, 0.30332694928117204, 0.42677129741715525, 0.42510376246415876]"
3.5138054278428754,6,"[0.3137867966362128, 0.31535355638986445, 0.30874690974354096, 0.28739575145101165, 0.33627916448871004]"
2.5140780599115002,5,"[0.22646064394348842, 0.45994509672813727, 0.29158397241480494, 0.34812149233622514, 0.360061120647821]"
3.2455345518664029,6,"[0.37473710663034115, 0.27070373191333724, 0.3368416333401286, 0.3758864969244576, 0.3176626646556824]"
2.8869732257708485,7,"[0.3288293593556258, 0.32475858159375315, 0.3540765786807493, 0.3593432697024947, 0.3965329509867018]"
2.6656316533854887,5,"[0.35070676194984723, 0.31517984259688664, 0.33442749157375573, 0.3019439654781367, 0.42580216137393745]"
3.9563420416333384,6,"[0.3679951037936705, 0.40955563708394366, 0.39883566077144855, 0.3245654950466887, 0.3932661897247657]"
3.2446142619913925,6,"[0.37375770147162063, 0.3020095805622781, 0.343043169258421, 0.3325312863611871, 0.35305826316344074]"
3.403094133693028,7,"[0.29566722081215774, 0.35353885718464123, 0.40630462269323814, 0.32585278603363177, 0.3494292694589154]"
3.3081066629736351,9,"[0.23765509576931654, 0.44327109619034816, 0.31166258505699307, 0.3178884165954635, 0.44089622338946294]"
4.1116589951411484,4,"[0.4097249314456972, 0.43498570321663604, 0.30813417065804366, 0.4290448392790199, 0.3834493474940873]"
3.0135535568344149,5,"[0.26573515193215336, 0.372130640005264, 0.3677776616015432, 0.30896202071916024, 0.32942756341033685]"
2.1753866556505419,5,"[0.28064437905040035, 0.41138763163632036, 0.2560448614136565, 0.3085895216672884, 0.3596246160122078]"
2.4717020670806025,4,"[0.3315978976598835, 0.49017654611650097, 0.3336496211414956, 0.31975528730854447, 0.3945545500088718]"
3.2377408024503063,5,"[0.35433739451091945, 0.33103158960787665, 0.3462844565401252, 0.3565551887898047, 0.33256408515857505]"
2.6184870178458768,4,"[0.3456654894110027, 0.35565957330183345, 0.39053302197281614, 0.3770057638356684, 0.30374175792128755]"
2.6208831843162659,4,"[0.31672082232968146, 0.2849225424879189, 0.29794135941935285, 0.299466347795288, 0.33406263123064495]"
3.2690683482501868,5,"[0.3228485158749281, 0.3324788782480362, 0.31506353845519597, 0.31951150713350096, 0.3745413723918644]"
3.2813091560299967,5,"[0.3569462231059328, 0.5179365582209872, 0.3995321981394491, 0.3381470425835456, 0.290524937059264]"
3.8140311507258362,5,"[0.49990416754986355, 0.3904378919681921, 0.4512314858872592, 0.3532308801021439, 0.39793609313036143]"
2.576215873013211,6,"[0.319769159981409, 0.253638843617632, 0.30611842185992966, 0.3303042700225139, 0.3207560871957615]"
4.1067562907429478,12,"[0.44041520459974703, 0.34756493589231485, 0.39303953961926885, 0.3492748702119102, 0.2896193826533639]"
3.2533551271699812,5,"[0.37930213444244887, 0.39108654859610825, 0.44436160621720017, 0.4551765968607921, 0.4344798169878139]"
2.0312979401531122,5,"[0.29377812192122893, 0.2826051830167465, 0.35643679685819507, 0.32046325203685316, 0.3473831025190551]"
3.2697445416797417,6,"[0.30971342543021524, 0.32141785948118384, 0.3223415980027446, 0.2870668659368828, 0.3769921527615935]"
1.9274180321393257,9,"[0.26589884101569833, 0.27923032223404143, 0.33783900725724214, 0.2049632594544624, 0.4148708646538887]"
3.5015368861402005,8,"[0.31974964116535337, 0.35370715167139394, 0.35746511233813033, 0.40173924691952306, 0.3629916161925683]"
3.4170800619806112,5,"[0.353813014589071, 0.4790310752530974, 0.3172350608143498, 0.34831394888291006, 0.31249446300116146]"
4.0615519174349703,5,"[0.32974189551033534, 0.3251529203070612, 0.3330656375392941, 0.4282846656989459, 0.46690306831839734]"
3.7097584249826587,6,"[0.3997645824194046, 0.3296799434098486, 0.47395274013599975, 0.47835503824930503, 0.4144945186519469]"
3.0366177065635589,6,"[0.3374713773883594, 0.40965331414474854, 0.3812319517958593, 0.3873128563297291, 0.34653887587692583]"
3.7715976260383206,5,"[0.45923328219381543, 0.3126234029528171, 0.3692451572077219, 0.501846481839871, 0.3488081341535793]"
2.4044770562083557,7,"[0.31027623283716604, 0.2880668648494183, 0.41255903280516454, 0.4018346188831034, 0.36513526797328183]"
3.1816607509287156,5,"[0.30984852134961904, 0.2740438369804888, 0.24468447778578856, 0.3011356367350408, 0.4660248965797897]"
2.367912864158741,5,"[0.33090341178325766, 0.28901738323442583, 0.33614041299880076, 0.2716126410767822, 0.36848913790571736]"
2.7548523760481918,6,"[0.2964052980318475, 0.32428953309623937, 0.2935544141139447, 0.2677501776763168, 0.2894604115315607]"
2.171085697409183,13,"[0.31148882186477395, 0.3206219508196657, 0.28134512704936443, 0.2958578710910422, 0.30050719229828615]"
3.6761551352818809,5,"[0.47329829129231016, 0.5866422746589289, 0.321964690992029, 0.2428645577281729, 0.6159090409630263]"
2.9280859461074438,5,"[0.3394622295341013, 0.2886885067850253, 0.38474970594926244, 0.28305299445934, 0.4358411093132525]"
3.2997167412995827,5,"[0.44816337998889016, 0.376323395146735, 0.3125043272504206, 0.3401507671677987, 0.30409687737988894]"
3.5566789074668268,10,"[0.37350076229109747, 0.34354976630812145, 0.3317445434142899, 0.40151660497459235, 0.39303418738951656]"
2.7270349269337366,6,"[0.2827154025323156, 0.44309852871906447, 0.348960085761736, 0.31583483047768585, 0.28885218259575]"
4.7648240980265495,4,"[0.480012189793345, 0.47429815560875993, 0.3462019127110537, 0.4857068674744825, 0.3970609464289933]"
3.4393559761169064,7,"[0.3838511641573373, 0.2942087186357787, 0.35890176034606946, 0.3210085747251769, 0.308230199143585]"
3.132299459604142,4,"[0.34315673425936755, 0.3225264346245171, 0.2863407169855527, 0.3263266518060539, 0.2844683816357186]"
2.4497510881534716,11,"[0.31954221236686403, 0.3502253842175386, 0.28970036391737697, 0.37237195385840444, 0.30267436969880174]"
2.2738660193956077,6,"[0.2996140681376085, 0.3258380203964082, 0.3271823117400826, 0.33140117088737814, 0.32524913745595463]"
2.807005827796496,5,"[0.3669365777298494, 0.26851384633358316, 0.30401984266492466, 0.2941020151346418, 0.3767846248669648]"
2.8759368868663842,8,"[0.3665773760854399, 0.4052360160016209, 0.3529634380822912, 0.2739919871935594, 0.4943531020260016]"
2.7056472986068822,6,"[0.31303016461802025, 0.40754555113426594, 0.3461334554313673, 0.35811501952193664, 0.4175910942798574]"
2.7985078728799184,6,"[0.42855376974502934, 0.2991032235899624, 0.317639569740743, 0.2863993241552116, 0.3198000354063049]"
1.4400938678171713,5,"[0.46990937756700685, 0.24343813058130165, 0.30250251457372357, 0.2149475554184417, 0.3834028994858132]"
2.8607030039498498,7,"[0.5014444045097649, 0.2153109157276351, 0.2736576143646157, 0.23428846317491284, 0.34523692512004583]"
2.679400442308264,5,"[0.28556632821906025, 0.27658907906522523, 0.36914143120345894, 0.31275022718700823, 0.2613067609316515]"
2.4633072564051988,9,"[0.34448008043285816, 0.32201270540829924, 0.39327770697495873, 0.3337185492694208, 0.3793701673175142]"
2.5751565898045081,5,"[0.31530456655388406, 0.36123950091635526, 0.35017059871537565, 0.2917479247901193, 0.3033788434939079]"
3.3721528945378254,5,"[0.2919823296196778, 0.3783550361370394, 0.34830006487346765, 0.3063294958086714, 0.35715052472121167]"
3.0125237663172166,5,"[0.36831631405576903, 0.41421416132467853, 0.30509170814387454, 0.3550287495490041, 0.29408117648484716]"
2.2232228017513056,6,"[0.32770085304381624, 0.33016116094740433, 0.38159617074604185, 0.30366810467292593, 0.33386610823206725]"
3.7379456103218285,5,"[0.28722993545763265, 0.2558226170396547, 0.32111851925711854, 0.2930881886739792, 0.39566238935722764]"
3.9790892200682779,6,"[0.5467904030632904, 0.3800975897160067, 0.27468742565076115, 0.37048264512582285, 0.4769680702869245]"
3.1723883029097899,4,"[0.3413133571029019, 0.32993279163172406, 0.3828788741751727, 0.33294145893303545, 0.324598924055616]"
2.0284294001396832,6,"[0.2819925218362302, 0.3830520048874135, 0.2960070317204856, 0.37681773896049264, 0.2962362631866669]"
3.4427000579561042,5,"[0.3701420274906545, 0.37846800034827194, 0.3636531747621377, 0.3071993730114695, 0.32251213176501464]"
1.9698054414832282,6,"[0.28936565729144786, 0.35702461018956894, 0.3033938234516197, 0.23539960140752264, 0.4056844982765287]"
2.7547420968620182,5,"[0.2923400194659558, 0.2843981406414156, 0.35751943409000386, 0.3037893340224088, 0.3279652296825656]"
1.09121051109322,7,"[0.26301219637140355, 0.4061845078905971, 0.19429294316147075, 0.1906056864980015, 0.4413063330618615]"
2.6044576040885472,7,"[0.31763386462302223, 0.2720334509680037, 0.41494326325531594, 0.20114244273380505, 0.3801081766255812]"
1.9474811280562094,6,"[0.2929930219689911, 0.43611829711694, 0.2918157107552179, 0.38887626229500316, 0.287018592776812]"
4.0716375349658138,6,"[0.3919499846758804, 0.5913674126849083, 0.3023136027540773, 0.33344849317469044, 0.4473750856140649]"
2.2747312098403807,7,"[0.3329081595711833, 0.4436781009444373, 0.3158462284069004, 0.3871902193164726, 0.2422280065376781]"
2.6649153514563073,5,"[0.42018329500769763, 0.403917625244875, 0.38588339946133937, 0.3856843658657932, 0.44971654204060385]"
2.1706806662662013,10,"[0.3033712243585999, 0.265464669846496, 0.4024264736753987, 0.2686228519590846, 0.4397499406235526]"
2.6629436279235743,5,"[0.27695860854548837, 0.29417846236989564, 0.46264340167253254, 0.29211689402451274, 0.43702878752849655]"
1.842685428146507,5,"[0.2959712537076115, 0.37478374297505385, 0.23139838795896894, 0.2792376032922334, 0.30475025717477916]"
1.5918098669429717,6,"[0.3663675280717294, 0.3778248404871367, 0.34372460667327526, 0.46196032608818566, 0.32404259850661393]"
3.3067230178979505,6,"[0.39670754099566347, 0.3095631040208232, 0.3410092070569812, 0.40473824027909594, 0.3915064513302084]"
2.7450098653495902,4,"[0.28245833208683657, 0.31217004688480693, 0.2876364778680501, 0.29420659797847964, 0.367259599397913]"
3.0200096608044178,7,"[0.3268226960446981, 0.43118732309192426, 0.3722441658059141, 0.4340362961146968, 0.3127263382632952]"
3.3959725770130857,5,"[0.393462875255549, 0.4436948859345535, 0.39680054714696256, 0.4186656660504409, 0.31428159463872907]"
3.0112335688283443,7,"[0.3644003689928345, 0.5380282756639034, 0.4073900960860603, 0.24864427453081306, 0.42538667895000826]"
2.1524115088579006,7,"[0.29896693587248974, 0.2544782402473552, 0.38144808028667293, 0.2820373599470058, 0.3966594247035518]"
3.0620628713044376,5,"[0.40240344641968184, 0.3495676711537107, 0.3656011006894115, 0.45686363282876413, 0.36081328079211666]"
2.6195218754798697,13,"[0.3695497464290202, 0.3121409193964948, 0.2890312085002579, 0.4352289957473912, 0.32966220203381474]"
2.9995277277640167,7,"[0.29640011670221766, 0.342007085442417, 0.38988816939816145, 0.33211478861650784, 0.2961316627582472]"
2.2514234549836649,5,"[0.319708839016592, 0.36083511312537253, 0.2925142375382257, 0.2856393090666693, 0.3019056174635317]"
1.6059696194032536,5,"[0.38411944166317535, 0.3105867067213351, 0.2604820722614938, 0.47716799051540765, 0.262307960728655]"
2.8698683765555302,6,"[0.28942813980999504, 0.40404806042566715, 0.2251912990363865, 0.30326831579117675, 0.4230699591890764]"
1.7227629778768472,10,"[0.2690821230713364, 0.3440950059932792, 0.40152143058704526, 0.2786353772265927, 0.2971873146235023]"
2.364060890740038,5,"[0.36869816485452084, 0.3584636451922903, 0.41910286191183527, 0.33305470849800894, 0.3139168541364508]"
2.2313970356813737,7,"[0.27932527933700707, 0.34446416881472686, 0.37287380807252873, 0.28008349950115324, 0.42270684611792425]"
2.0397553983003078,5,"[0.34761412597711855, 0.25840042818629533, 0.4236889232436389, 0.33361077572815717, 0.22007832345030276]"
4.0464163092223613,8,"[0.4331925884957612, 0.3801685548037478, 0.3275828099824803, 0.4093657752811178, 0.39235932801494905]"
2.7809485472302664,5,"[0.32902369851402014, 0.30526475563594146, 0.3243874140893654, 0.3309195444060303, 0.3999950812913596]"
3.289345996256412,5,"[0.3349013977657479, 0.34656440870821437, 0.3355619159674287, 0.2848058879335085, 0.3880318212831058]"
2.5204482564780522,6,"[0.45603218204125007, 0.3268426428252465, 0.38379883375989843, 0.42358433395935274, 0.3309108596152411]"
1.9887189923251432,25,"[0.4762611919557543, 0.33817460707575425, 0.3321038144862181, 0.3820271895741723, 0.35262148957880374]"
2.1918515439250355,7,"[0.27891868553850635, 0.2889036678327446, 0.30417383767172507, 0.3193000135766046, 0.2849560912741439]"
2.4014893010519711,6,"[0.3488292298253712, 0.3369934007151479, 0.32554623836406876, 0.36053228889355465, 0.3365434316743565]"
2.3653352307214606,6,"[0.3463442553432752, 0.5406725161797359, 0.3189171901164336, 0.27846306915573, 0.215227044867576]"
1.6063875545926971,9,"[0.3412178612377599, 0.2748493442393935, 0.31875850671370026, 0.3449296531006154, 0.2702917492324144]"
2.7849849812255418,5,"[0.33543331058722653, 0.32984298140663837, 0.3214224569188152, 0.29072228409279094, 0.32147775342643686]"
3.3779854500255415,4,"[0.3414940187300352, 0.2674875610730093, 0.39525271281213703, 0.28167316953677984, 0.29186756577354167]"
3.5833640020449451,6,"[0.31498918089488964, 0.3414572983778999, 0.40786717328645844, 0.3908166942361709, 0.32657038772275887]"
3.7198169044592846,17,"[0.3258729152312374, 0.4583969085351756, 0.49514960210371667, 0.30995233724260307, 0.4209014106755464]"
2.64755879944724,7,"[0.3277265193168287, 0.2896849937434312, 0.34117298868584717, 0.2681197547787338, 0.4409032064406611]"
2.9144708407592907,9,"[0.3342281814342312, 0.3236199458284146, 0.34013318787554175, 0.31900246689890405, 0.33905769773821487]"
2.7140289236187396,5,"[0.34629709566144806, 0.24598100917005122, 0.25678381759006613, 0.30235364583122476, 0.3796287141041916]"
3.1799409142085988,8,"[0.29146201202405664, 0.2611522763798736, 0.3309072726681241, 0.3190892258932885, 0.267669379866025]"
3.4539340887424217,4,"[0.3718243814334186, 0.23401892673193264, 0.2592293107098354, 0.256772907948983, 0.3355320713788143]"
2.4122808417544905,6,"[0.3880683795851193, 0.3880753375335625, 0.4046647457532865, 0.4140109293246911, 0.3595335791692688]"
2.2229608453473655,6,"[0.3189735015125832, 0.3537667531301256, 0.4005925605150565, 0.4084447486590838, 0.30639070981154165]"
2.3904718012495314,6,"[0.35782700426162967, 0.36909009175000945, 0.3247583019175681, 0.44961854267571827, 0.3845729897536311]"
3.1118218142480094,7,"[0.39457207765271857, 0.4199874989899058, 0.43668908756177743, 0.4544429584721326, 0.47643352924409627]"
2.9412757659955489,8,"[0.3413808458997883, 0.36256073965414093, 0.3914761185220318, 0.35701181303241764, 0.3561674076922716]"
2.8007708601169869,11,"[0.32414079109785116, 0.3290629625915869, 0.34603460596187496, 0.3656182908705291, 0.3188317778954781]"
3.8026366877222579,11,"[0.42653345805446463, 0.47060151408802653, 0.33985137913994345, 0.3715812963444041, 0.33874636860981894]"
3.2515391068790613,4,"[0.3276335448281717, 0.3093001654316988, 0.37000633353424756, 0.33769492241144594, 0.3468948194630074]"
3.090134817747046,11,"[0.2934513167169618, 0.37988611926583543, 0.24010412438443965, 0.3065876984235841, 0.3490150375280671]"
2.2672553865722951,6,"[0.3407996973992522, 0.31645946064960434, 0.3277158796854511, 0.31177599294388586, 0.3133804681370574]"
2.3676057818402167,5,"[0.3018927513903729, 0.30630848078048617, 0.27289338920855016, 0.27386658588771284, 0.31215668926268375]"
3.6280875188946733,7,"[0.34625679230577516, 0.3178392108887566, 0.39361109066426847, 0.4200667308998792, 0.36151001095449714]"
2.6687517774885681,5,"[0.3188280035236685, 0.2679118287152911, 0.3985999082290797, 0.3188136338217347, 0.22476032113782213]"
3.0391510017464496,6,"[0.37702858678816314, 0.4193533459737066, 0.2896496466095588, 0.3716506208118752, 0.3213477473918796]"
1.3782842021951416,10,"[0.3220072524663839, 0.2738929001645344, 0.2800570066968266, 0.34568103550987356, 0.21643893653470078]"
3.5276612823383466,7,"[0.39743806135548887, 0.28405946405157007, 0.29758309210689193, 0.42819660448164837, 0.30546683780980943]"
2.4607409496950261,7,"[0.2958850222942139, 0.29005815007661157, 0.38043903861178563, 0.34364082910112137, 0.32271244464136667]"
2.885495045554308,4,"[0.3187060313183016, 0.3517871931204585, 0.33196292664245836, 0.3485544962114878, 0.334524523405298]"
2.6864631226027145,7,"[0.35445398404259537, 0.3704933868161526, 0.379365828457679, 0.342378798722262, 0.4062942154357022]"
2.0112780477069276,8,"[0.32919079056380235, 0.33696959371393725, 0.3731372172545438, 0.39655949881257657, 0.31372700081352684]"
2.237984937844304,6,"[0.31381993415331794, 0.3361464627948191, 0.3203549075125102, 0.3571772581204839, 0.3147946823289965]"
2.7958186415845407,7,"[0.4310450515426971, 0.31271816092666677, 0.3095899956101718, 0.4101547126145201, 0.31308549634351435]"
2.9343279512500189,6,"[0.3453490471391679, 0.38239286357363206, 0.3034555211666614, 0.35216344701173347, 0.2833908874643812]"
2.5418290671260668,5,"[0.3842215866791089, 0.2242660263852689, 0.4533620820151346, 0.4605181513916007, 0.2947312638502182]"
2.3842659422393089,4,"[0.31987959547157446, 0.37454482168594694, 0.2464245262412028, 0.3299690859652999, 0.35580591243994675]"
2.8061510809861514,5,"[0.29807181122737947, 0.328873621600933, 0.28158475125732096, 0.34485666163996637, 0.38559400305934466]"
1.7369667463974561,5,"[0.3361574449557337, 0.253900488692027, 0.3260392533615728, 0.2708771653369525, 0.3459680491466733]"
4.1069467048659813,5,"[0.31532591390589204, 0.44292828922316474, 0.27507147685619193, 0.3332420718087294, 0.4333242241784614]"
1.4047796224284448,7,"[0.33758967704862064, 0.3636961491262661, 0.32606888224919517, 0.37975652105164676, 0.291995439932555]"
2.2822108440171589,7,"[0.3900628536144763, 0.3162209561511358, 0.30199003179711265, 0.2960168725874407, 0.3945200610695446]"
2.207068073730508,9,"[0.39360955430671013, 0.2192423790876802, 0.2507852513973832, 0.33532245235482144, 0.3751995946891049]"
2.3470702676296478,8,"[0.3350024774075858, 0.34170290231462397, 0.39371184503714474, 0.3579121255960764, 0.29985683889559256]"
2.9423528536716432,5,"[0.3888002857268758, 0.3741307114034815, 0.39413734450230214, 0.44206216579363533, 0.3503798804134088]"
3.2636775344854589,5,"[0.355936499374205, 0.32366881605469316, 0.3858854069993205, 0.337468918398724, 0.2859936782161106]"
2.02523721848311,4,"[0.306559520893157, 0.3069704319727455, 0.2960984552432889, 0.2953946277260425, 0.31717682844806294]"
3.1637010277465478,5,"[0.3421398151480322, 0.309320621493423, 0.37803767211349887, 0.29019110074875165, 0.41948387652187674]"
1.8781438352908737,5,"[0.38836803021732585, 0.25834632302747257, 0.29700356324156296, 0.32249636305644597, 0.29660199652128544]"
1.4689392023231829,5,"[0.29863496946047835, 0.33934322851179627, 0.27950716187917723, 0.2972799552052862, 0.346994546073645]"
2.0791636364840449,4,"[0.328830041017764, 0.3260837094443751, 0.2941883291774801, 0.29880889021947654, 0.27397577855549243]"
2.2880456012141108,4,"[0.32694805349498524, 0.3048815927134492, 0.3216227499715433, 0.3204874447908736, 0.33794779944744896]"
1.5499330096587354,5,"[0.3192462807016605, 0.34101341153354275, 0.37769309880932006, 0.3581584704000802, 0.3194043399845718]"
2.0849101892923549,7,"[0.3186886839899098, 0.35053050470996766, 0.3249866876372373, 0.35928254047185476, 0.32506081881558957]"
1.5874867738381129,7,"[0.2749556746951088, 0.30855639416424996, 0.36492080257943327, 0.31759167059333687, 0.2662685823748686]"
1.9602734593792848,8,"[0.3343340992064807, 0.3183047318492406, 0.31568996261578214, 0.2830273839336791, 0.4548407840744782]"
2.0700682205863981,8,"[0.38830288893701786, 0.208091278924806, 0.3310412485039477, 0.41921186929556503, 0.3541620938798922]"
3.8496088384561942,6,"[0.411083631978072, 0.33941048250279204, 0.3346830199305547, 0.3653155835954398, 0.3179087483845122]"
3.2923583135203005,4,"[0.4012074085726032, 0.3803105204037699, 0.37089444157125623, 0.30151963153398853, 0.38666916092938386]"
2.5569375851955374,4,"[0.28407457871650055, 0.3116462630701439, 0.33753479881551046, 0.275121739452969, 0.3526822794645626]"
